Tag ,Text
<p>,"Applied Sciences Department, Punjab Engineering College (Deemed to be University) has organized Short Term Course on “Characterization of Advanced Functional Materials” (CAFM-2018) from 18 June to 24 June 2018, under TEQIP-III project. Researchers from neighboring institutes (Panjab University Chandigarh, SD College Chandigarh, Punjabi University Patiala, GMN College Ambala, Govt. College Ludhiana) including JNGEC, Sundernagar, attended a series of expert lectures by eminent scientists and academicians, from all over India. Opening session of CAFM-2018 was chaired by Prof. Sanjeev Sofat, Head, Computer Science and Engineering, PEC Chandigarh with a motivational note. Prof. Harminder Kaur, Head, Department of Applied Sciences gave an overview of the Department to the participants. As an introductory note, Dr. Sanjeev Kumar, Coordinator of CAFM-2018, provided a broad aspect of materials characterization and discussed its role in thrust area of current and forthcoming technology. In first lecture, Prof. Nilesh Gurao, IIT Kanpur, provided an excellent overview of role of materials characterization in material sciences and technology via elaborating theoretical and experimental aspect of X-ray diffraction (XRD) and other techniques of characterization. In next lecture, he familiarizes CAFM-2018 participants to qualitativeXRD data analysis. On second day, Dr. R K Kotnala, Senior Scientist, NPL Delhi, delivered key lecture on his ground-breaking invention “Hydroelectric Cell”. Dr. Kotnala mentioned that hydroelectric cell - the most pioneering invention in the Indian history - is capable to generate electricity from few drops of water. On third day of event, Dr. Rahul Vaish, IIT Mandi, explored role of Material Sciences and advanced characterization towards availing great participation of functional materials in the highly desirable concept of green energy. Dr. Rudra Kumar, IIT Mandi, provided glimpse on Li-ion battery. He explored a systematic path towards the selection and exploitation of suitable materials with improved efficiency. Dr. S K Sharma, IIT Mandi, explored the coming RAM technology, through a novel approach. He mentioned that RAM enriching with the additional layer of other functional materials such Ferroelectrics/Piezoelectrics. Fourth day of lecture series, Dr. V. Sathe, UGC-DAE-CSR Indore, introduced Raman spectroscopy and its sincere contribution in not only in physics but also in detection of premature cancer. Dr. K. Singh, UGC-DAE-CSR Indore, explored extra-functional materials and the role of materials engineering towards smart technology. Dr. Neha Sardana, IIT Ropar, discussed plasmonics phenomena for future technology. On the sixth day Dr. S.D. Kaushik, UGC-DAE-CSR, Mumbai discussed the basics of magnetism and advanced magnetic materials. DR. Jayant Kolte, TIET, Patiala, discussed the magnetoelectric composites and their applications. In the last session of event, Dr. S D Kaushik presented key role of neutron diffraction in the characterization of advanced functional materials. In valedictory talk, Dr. Sanjay Batish, TEQIP-III coordinator, interacted with the young participants and motivated them to carry remarkable contribution in science and technology."
<p>,"The session got more interested with the presence of SSP Chandigarh, Shri Shashank Anand who talked about the current traffic conditions of the city and the various measures taken to manage the increased traffic in the city bearing in mind the safety of people. Further, the increase in the number of vehicles on roads has also resulted in an alarming increase in the number of challans which he quantified as an issue that needs to be resolved in the future. He affirmed that of all the accidents occurred in Chandigarh, more than 50 percent were caused by the vehicles having Chandigarh Registration Plate. He said that the Chandigarh Police is targeting to reduce the accident rates by 50 percent by the year 2020. He gladly informed about the progress of building about 100 kilometers of cycle tracks in the city and addressed the issue of lack of awareness among the people about its usability. He had a quite interactive discussion with the participants and exhorted the audience to actively participate in the road safety mission by not allowing the children to drive before the appropriate age. He also urged the audience to follow the traffic rules in order to educate and make the new road users aware of importance of the rules and regulations. The enthusiasm got even more boosted when Road Safety Icon, Mr. H.S. Sidhu addressed the audience and shared his personal experiences with the audience. He quoted that One Death is a tragedy, while Million Deaths are just a statistic, therefore urges the audience to be more alert towards the rising issue of road safety. The training programme was not only confined to the theoretical knowledge about road safety, it also included field exercise for the participants to implement the gained knowledge by auditing the selected Chandigarh Roads. The valedictory programme was presided by Lt. Gen. (Rtd.) B.S. Dhaliwal, technical Advisor to Chief Minister, Punjab who talked on the issues of the increase in accidents and the need of out-of-box thinking to reduce such increasing rate of accidents. He stressed on the role of individual in the road safety by sharing lot of incidents from his own life. The course was attended by 62 sponsored participants from all over India."
<p>,"During the course, expert lectures were delivered by Dr. Geeta Arora, Course Coordinator on Introduction to Solid Waste characteristics and introduction to SWM rules, 2016. Dr. Sultan Ismail from Ecoscience Research Foundation, Chennai delivered lectures and imparted hands on training on composting and vermicomposting techniques to the participants as well as sanitation staff of PEC. Mr. Vikram Ahuja from Zamindara Farming Solutions apprised the participants about ways to manage agricultural wastes in the form of crop residue. Ms. Rhythm Aggarwal, Assistant Environmental Engineer from Chandigarh Pollution Control Committee delivered lecture on e-waste management. Mr. Krunesh Garg, senior Environmental Engineer from Punjab Pollution Control Board informed the participants about the multilayered plastic management model being implemented in Patiala. Dr. Sucheta delivered lecture on use of optimization techniques for minimizing the cost of collection and transport of municipal solid wastes. Dr. Pardeep Gupta delivered lecture on use of plastic wastes in road construction and Dr. S.K. Singh, Prof Civil Engg delivered lecture on design, construction and management aspects of engineered landfills."
<p>,"The Department of Applied Sciences, Punjab Engineering College (Deemed to be University) is organizing a “Short Term Courses on Mathematics in Engineering” from 4 June to 9 June 2018. Researchers from neighboring state institutes are being benefitted with a series of expert lectures by eminent scientists and academicians. The opening session of MIE-2018 was chaired by Prof. Balwinder Singh Surjan, Dean Faculty Affairs, PEC with a motivational note. Prof. Harminder Kaur, Head, Department of Applied Sciences gave an overview of the Department to the participants. As an introductory note, Dr. Sucheta Dutt, Coordinator of MIE-2018, provided a broad aspect of Mathematics modelling and discussed its role in thrust area of current and forthcoming technology. Prof. Uma Batra, Deputy Director, PEC, in her inaugural lecture emphasized upon the role of mathematics in material sciences and technology. In her lecture, she emphasized recent advances in Materials technology in brief, and presented effect of stress-strain on material in elaborative manner. In next session of MIE-2018, Prof. Sanjeev Sofat, PEC, talked about basic algorithm of Cyber security, Network Theory, Graph Theory and mapped these with well-behaved counterpart algorithm in mathematics. Furthermore, in continuation of course, Prof. A. Manna, PEC, delivered key lecture on primary motive of “Make in India” Scheme of Govt. of India. In his lecture, he visualized a roadmap for Smart India by exploring the correlation among mathematical modellings, involved scientific mechanisms and economy. According to Prof. Manna, Smart status of India may be secured by promoting Innovative ideas, putting rigorous R&D efforts, novel mindset towards dissolving the boundary established by both, scientific and societal communities."
<p>,"During inaugural session, Dr. Arora motivated and persuaded BBMB engineers to participate in this program with open minds and learn new techniques to increase efficiency. Sh. Vinay Jain (CEO, PEC CCE) shared the importance of Geospatial Technologies in the working of BBMB. Dr R.R. Singh (Head, Civil Engg.), Dr. Sanjeev Sofat (Head, Computer Science) and Dr. Tripta Goyal (Dean, Research) also shared their pleasure that BBMB management is investing in capacity building of its employees."
<p>,"This program involves theory as well extensive practical training on Digital Mapping, Remote Sensing, GIS, Drone and GPS by academicians like Dr. Manoj Arora, Dr Mahesh Pal, Dr Reet Kamal, Prof HAS Sandhu and industry experts from ESRI, Hexagon and Aimil. Further, participants also visited various labs and Center of Excellence in Industrial & Production Engineering."
<p>,"Continuing its legacy of inter-disciplinary excellence and overall growth and development of its students, Punjab Engineering College (Deemed to be University) concluded its 71st Annual Athletic Meet on 11th March, 2018 in the presence of the Chief Guest Dr. Anil Koul, Director CSIR-IMTech, Dr. Manoj K Arora, Director PEC, Dr. Perminderjit Singh, DSA, Dr. Sanjay Batish, ADSA Sports, faculty members and athletes."
<p>,"On the occasion, Punjab Engineering College organized an event in memory of its star alumnus, Dr. Kaplana Chawla, who graduated from Aerospace Engineering Department of PEC in 1982, with Bachelors of Engineering degree. The event saw special guests in the form of professors who have taught Dr. Chawla. A special video prepared by projection and design club of PEC on the journey of Dr. Kalpana Chawla was also played. Prof. S C Sharma, teacher of Dr. Chawla and former Head of Aerospace engineering department at PEC, narrated many anecdotes of Kaplana Chawla to the audience. Professor Sharma shared how Kalpana was a ‘different’ student, with a spark in her eyes, who was so confident to come up with well framed questions for her teachers. He narrated an incident where Dr. Chawla showed courage to lead her class along with showing commitment towards studies."
<p>,"PEC University of Technology celebrated its 96th foundation day on 9th November 2017. The ceremony was graced by Dr. P. V. Rao, former principal of PEC, as the Chief Guest. Before the ceremony started, the Chief Guest and the alumni were received by Director Dr. Manoj K Arora and the Dean Alumni Dr. K K Gogna in the Director’s office. The ceremony began by lighting of the lamp and the playing of the PEC anthem, following which the Chief Guest addressed the audience."
<p>,"An award of Research & Innovation was also launched during this celebration wherein 8 projects were selected under Young Research Fellowship Programme. The Chief Guest of the event, Dr. O. S. Sehgal and the Director, PEC, Dr. Manoj K. Arora presented Dr. K.K. Aggarwal (Alumnus 1968-Electronics & Electrical Communication Engg.), Mr. Rajinder Kumar kaura (Alumnus 1973-Electrical Engg.), Dr. Satish Kumar (Alumnus 1980-Aeronuatical Engg.) and Ms. Shikha Arora (Alumnus 2000-Electrical Engg.) with the Distinguished Alumnus Award and honored them with a memento, a shawl and a citation each. Prof. K.K. Gogna, Dean Alumni Affairs, read out the citations of all the awardees."
<p>,"Addressing the gathering, the Chief Guest Dr. Anil Sahsrabudhe, Director, AICTE applauded PEC’s research and development inititatives. Speaking of falling education standards, he rued the fact that the level of engineering education in the country was below par. Citing a review committee report of AICTE, he vouched for more autonomy to colleges to set their own academic syllabus and curriculum, while emphasizing that colleges should shoulder this independence responsibly. Addressing the graduates directly, the Chief Guest said that their focus should be on using their knowledge to drive innovations that can revolutionise the world. He mentioned how engineers today are problem solvers who may need to solve problems that are unheard of today."
<p>,"The event started with the recitation of the PEC anthem, ‘We are PEC’. Following this, the Director Dr. Manoj K Arora presented a bouquet to Dr. Sachdev and welcomed him to the institute. The Director recalled his association with Dr. Sachdev, remembering him as one of the first people to have blessed him on assuming charge as Director of the college. Dr. Arora revealed he had learnt a lot from the books that Dr. Sachdev had gifted him on numerous occasions. Dr. Sachdev, a nonagenarian, thanked the Director for the honour bestowed upon him by the institute. He talked about his time as the Principal of the college and encouraged students to follow a regime of Pranayama regularly. Dr. Sachdev has authored over 10 books on spirituality and education, and was also the founder of a Yoga club at PEC. Dr. Manoj K Arora, thanked Dr. Sachdev for his enlightening words. He shared his experience of doing Pranayama regularly, and the change it had brought in his life. Quoting from the book ‘Prana, Pranayama and Pran Vidya’, he said, “We learn best at our most active times. Knowledge of our internal rhythm can help us shift our most active times and study with full attention and concentration.”"
<p>,"Officials from PEC University of Technology visited Jawaharlal Nehru Government Engineering College, Sundernagar to establish Twinning Arrangements under Technical Education Quality Improvement Programme (Phase-III) of Government of India. An MoU was also signed between Prof. Manoj K. Arora, Director, PEC University of Technology and Prof. Raman Patri, Principal, Jawaharlal Nehru Government Engineering College, Sundernagar. Prof. Uma Batra, Deputy Director, Prof. Tripta Goyal, Dean SRIC, Prof. Sanjeev Sofat, Head, CSE Department, Dr. Sanjay Kumar Batish, TEQIP Coordinator and Prof. Divya Bansal, Head, CDGC accompanied the Director in the visit. The delegates from PEC visited the JNGEC Campus and the Director addressed the faculty and students informing them about the TEQIP-III Project. The visit concluded with an exit meeting."
<p>,"Applications are invited from Indian national candidates possessing the below mentioned qualifications and experience. Candidates should bring along with them application with completed bio-data as per the giving full details of educational qualifications and experience with attested copies of mark sheets / certificates and experience certificates of the candidate addressed to the director, Punjab Engineering College with recent passport size photographs. Following positions are available for a period of Three Years to work in a Defence Research & Development Organisation (DRDO), terminal Ballistics research laboratory (TBRL), sponsored project “Study of Energetic Ionic Liquids as New Explosive Materials’’ with Dr. Vasundhara Singh, Professor, Department of Applied Sciences, Punjab Engineering College (Deemed to be University), Chandigarh and Dr. Satwant Kaur Shahi, Associate Professor, Department of Chemistry. ASBASJSM College Bela (Ropar)."
<p>,"An expert lecture on “Strategic Smart Power Flow Controllers in Evolving New Power Era of Renewable Energy” was organized by department of Electrical Engineering, PEC. Prof. R.K.Pandey, Professor, IIT (BHU) who is presently Director General at National Power Training Institute, Faridabad delivered his talk focused on the currents trends in Smart Grid Technology. The lecture was attended by students and faculty members of Electrical Engineering Department. Prof. Pandey is considered one of the key persons working in the Smart Grid Technology and holds positions in various national committees. He heads the institution responsible for training of scientists, educationalists and engineers working in power sector. His talk covered emerging areas like charging of electrical vehicles, need of intelligent architecture in distribution, transmission, generation and energy market, green corridors and electrical energy storage devices. Prof. Tilak Thakur, Head of the Department of Electrical Engineering along with Prof. Shiv Narayan , Dr. Rintu Khanna , Dr. Sandeep Kaur , Dr. Jaimala Gambhir and Assistant Prof. Rajdeep Surya thanked Prof. Pandey for his inspiring talk on the subject."
<p>,"Post the registration process of students and an introduction about the Open House, the Lamp Lighting Ceremony was followed. The students were shown a video vis-à-vis Life of a Student at PEC. Dr. Divya Bansal, Head CDGC (Career Development and Guidance Centre), delivered the Welcome Address, which was succeeded by a talk on “PEC: An Insight” conveyed by Dr. Manoj K. Arora, Director PEC. He informed the students about the essential features of the college which comprise the Departments, Research Center, schemes such as Smart City, etc. He also spoke about focusing on the importance of Quality Engineers and motivated the students to opt for Engineering as a career path given its potential to bring a change in the world. Thereafter, an address by Guest of Honour, Mr Pankaj Bansal, an Industry Expert from TCS, was given on “How to make wise career choices in Engineering?”. An MoU was signed between PEC and TCS in the presence of Mr. Rajit Sikka, Head University Relations North. To acquaint the school students with the Cultural side of the college, an enticing dance performance by the Dramatics Club followed."
<p>,"127th Birth anniversary of Bharat Ratna Dr. B.R. Ambedkar was celebrated in PEC Chandigarh. Tributes to Baba Saheb were paid by Faculty, Staff, students, family members and children. The event was organized by the SC/ST/OBC Officers’ Welfare Association of PEC, Chandigarh. On this auspicious occasion, Dr. Rakesh Kumar, the President of the Association, shared the views on life and teachings of the architect of Indian constitution and urged everyone to follow the same for giving true tribute to Babasaheb. Dr. Sukhwinder Singh (General Secretary) highlighted the present situation of the community in the country and urged to remain united in all circumstances. Later, other members of the association also shared their views and stressed to follow the path of education, unity and struggle for the upliftment of the community and needy."
<p>,"The Keynote address was delivered by Dr. Amarjit Singh, an outstanding scientist & Ex-Director of SASE- Chandigarh. The other dignitaries on the dais were Dr. Uma Batra (Deputy Director, PEC), Air Commodore Sanjeeva Sinha (Chairman, AeSI, Chandigarh Branch & Air Officer Commanding, 3BRD), Dr. Rakesh Kumar (Head, Aerospace Engineering Departments), Dr. S.C. Sharma (Ex-HOD, AED, PEC), Sh. Deepak Lekhi & Prof. Tushar Siag (Coordinators) along with the delegates."
<p>,"Dr. Sawan Suman Sinha from IIT Delhi delivered his talk on modelling non-local Mach and Reynolds number effects on velocity gradients in compressible flow whereas Dr. C.S. Mistry from IIT Kharagpur focused on applications of CFD in Design of turbo-machinery. Sh. Jitendra Singh, Flight Test Engineer & Ex-DRDO Scientist, highlighted CFD applications in Industry. Sh. Ganesh Kumar (SASE, Chandigarh) talked about CFD in snow drift studies whereas Sh. Sandeep Mallik (TBRL, Chandigarh) enlightened the audience on CFD in dynamic testing of aerospace systems. Other relevant talks were delivered by Dr. Basant Sikarwar from Amity University-Noida, Dr. Rajesh Yadav & Sh. Zozimus Labana from UPES-Dehradun and Prof. Ankit Yadav from PEC Chandigarh."
<p>,"The Department of Applied Sciences, Punjab Engineering College (Deemed to be University), organised a “One day Workshop on Advanced Functional Materials-WAFM 2018” on 17th March,2018 at PEC. The workshop was aimed at fostering enhancement of knowledge through the interaction and collaboration of students, faculty, and scientists particularly amongst premier institutions of our country. More than a hundred participants from institutes of neighboring states took part in this workshop. The opening session of WAFM-2018 was chaired by Prof. Manoj K. Arora, Director PEC, who gave a motivational note on the importance of material sciences and the need of smart materials for emerging technologies. WAFM-2018 began with an excellent lecture by Prof.M.M. Shaijumon of IISER Thiruvananthapuram who talked about the recent research in material sciences. He began by exploring the emerging field of condensed matter physics, graphene and its sister materials along with the deeper physics involved in them. He introduced the latest and most efficient means of rechargeable energy storage – the lithium ion battery. His lecture was based on the exploration of microscopic interaction for the sake of smartness in functionality of targeted material. The second invited lecture was delivered by Dr. K. Asokan, Inter University Accelerator Center (IUAC), New Delhi who disclosed the importance of energetic ion beam in material sciences for the enhancement of desired properties and their optimization for technological use. Dr. S.K. Pandey, Scientist, DRDO Head quarter, New Delhi, delivered an insightful lecture which was devoted to direct conversion of stress energy into electrical signal, which can be directly implemented to supply the prototype devices without additional expenditure of electrical energy. The final lecture of WAFM was given by Dr. Anupinder Singh, GNDU, Amritsar. In his lecture, he elaborated on unconventional approaches in the construction of multifunctional devices."
<p>,"The course is spread over five days with lectures by experts from various IITs, NITs, DRDO, CSIR, CMERI, other universities repute and PEC on the cutting-edge technologies and latest research trends of fabrication in the domain. The guest of honor Prof. J Ramkumar (IIT Kanpur) graced the occasion with his presence at the inaugural ceremony. The event started with the motivational speech by Director PEC, Prof. (Dr.) Manoj K. Arora followed by an overview and importance of the course was briefly described by Prof. (Dr.) Alakesh Manna, course coordinator. Prof Sushant Samir, course co-coordinator welcomed the participants."
<p>,"The Department of Materials & Metallurgical Engineering organised several expert lectures. On 5th March 2018, the lecture was given by Mr. Manu Goyal, Quality Head, Tata Motors, on “Opportunities of Metallurgical Engineers in Auto Industry in the New Scenario”. He highlighted the need and importance of good Metallurgical Engineers in the Automobile sector. On 6th March 2018, the lecture was given by Mr. Varinder Bansal, Sr. V.P. and Head/QA, EHS and Trg., Steel Infrastructure Solutions Pvt. Limited (SISCOL), Bhilai, on the topic, “Quality and Business Excellence – Opportunities and Challenges”. His firm gives utmost importance to Quality along with Safety. Prof. R.K. Mahajan also gave his valuable inputs during the lecture. On 7th March 2018, a lecture on “Technology of Secondary Steel making through Electric Arc Process” was given by Mr. Raj Kumar Chopra, Dy. GM Aarti Steels. Mr. Chopra covered the complete process of steel making starting from the iron making to continuous casting. Another lecture was delivered by Mr. P.C. Sinha, Department Head, Quality Assurance, Aarti Steels on “Metallurgical requirements of Forging Quality Steel”. He talked about the various aspects of forging quality steel and shared his valuable industry experience. On 8th March 2018, a lecture was given by Mr. PunyaSheel (Metallurgy - 1997), TCS, Bangalore on “Entrepreneurship and Incubations”. He started his lecture with the famous quote, “You can tell a man is clever by his answers, you can tell a man is wise by his questions”. Prof. R .K. Mahajan, Prof. N.K. Seth, Faculty MMED also attended the lecture. The second lecture of the day was given by Mr. Amarpal Singh, Sr. GM, NITCON on the topic, “Planning Small Enterprise (Especially for 1 st generation Entrepreneurs)”. He talked about the Micro, Small and Medium Enterprise and discussed in detail about the qualities of an Entrepreneur. Prof.R. K. Mahajan actively participated in the discussion."
<p>,"Continuing its legacy of inter-disciplinary excellence and overall growth and development of its students, Punjab Engineering College (Deemed to be University) concluded its 71st Annual Athletic Meet on 11th March, 2018 in the presence of the Chief Guest Dr. Anil Koul, Director CSIR-IMTech, Dr. Manoj K Arora, Director PEC, Dr. Perminderjit Singh, DSA, Dr. Sanjay Batish, ADSA Sports, faculty members and athletes."
<p>,"On the occasion, Punjab Engineering College organized an event in memory of its star alumnus, Dr. Kaplana Chawla, who graduated from Aerospace Engineering Department of PEC in 1982, with Bachelors of Engineering degree. The event saw special guests in the form of professors who have taught Dr. Chawla. A special video prepared by projection and design club of PEC on the journey of Dr. Kalpana Chawla was also played. Prof. S C Sharma, teacher of Dr. Chawla and former Head of Aerospace engineering department at PEC, narrated many anecdotes of Kaplana Chawla to the audience. Professor Sharma shared how Kalpana was a ‘different’ student, with a spark in her eyes, who was so confident to come up with well framed questions for her teachers. He narrated an incident where Dr. Chawla showed courage to lead her class along with showing commitment towards studies."
<p>,"Dean Alumni, Corporate & International Relations, Punjab Engineering College in association with British Council organised a lecture on "Equality for Women in Science- Why is it slow?" on 8th February, 2018. The lecture was delivered by Prof. Paul Walton, Faculty of Chemistry, University of York, UK. Prof. Vasundhara Singh, Faculty of Chemistry PEC, was the coordinating faculty while Dr. K.K. Gogna, Dean Alumni, Corporate & Intl. Relations and Dr. J.D.Sharma, Coordinator Alumni, Corporate & Intl. Relations were present during the lecture among other faculty members and students."
<p>,"The 69th Republic Day of India was celebrated with gaiety and patriotic fervour at Punjab Engineering College amidst the foggy morning of 26th January, 2018. The ceremony took place in the presence of Dr. Manoj K. Arora, Director PEC, Dr. Uma Batra, Deputy Director, Dr. Parveen Kalra, Dean Academic Affairs, Dr. Perminderjit Singh, Dean Student Affairs, Dr. Sanjay Batish, Associate DSA, Deans and HoDs of various departments, faculty, staff members and students."
<p>,"The inauguration session was held on 8th January, 2018 at PEC in the presence of Dr Manoj K Arora, Director-PEC, Dr Vinay Jain, CEO- PEC CCE and senior officers of BBMB. During this course, extensive training was provided on Digital Mapping, GPS and GPR, Drone etc. to BBMB officers by experienced faculty members including Dr P. Venkatachalam (IIT Bombay), Dr Mahesh Pal (NIT KKR), Dr Sanjay Jain (NIH Roorkee) as well as experts from ESRI, Intergraph and Aimil."
<p>,"The panel discussion session was attended by Er D.K. Sharma, Chairman-BBMB, Sh A. Ganju, Director-SASE, Dr Manoj K Arora, Director-PEC, Sh Vinay Jain, CEO-PEC CCE, Dr Assem Sharma, Ex IFS and Dr Reet Kamal, Visiting Faculty-IIT Ropar. The panelists and participants appreciated the applications of Geospatial Techniques. Er D.K. Sharma discussed various modalities of using latest techniques and the importance of these capacity building programs. Dr Arora discussed various issues and talked about how digital mapping can increase the efficiency in various works under BBMB. Dr Ganju shared that Geospatial techniques can be useful in Dam Stability and Dam Management. Further, Dr Aseem Sharma & Dr Reet Kamal shared the applications of Geospatial Techniques in Asset Mapping. Sh Vinay Jain suggested the participants to get involved in discussions pertaining to such technology, which will help BBMB. In the end, BBMB officers lauded Dr Arora and his team for the extensive course content, lectures and support."
<p>,"Five member delegation, headed by Mr. Kevin Lin, Director, External Relations, UoN visited PEC Campus from China Campus to offer and promote collaboration in Academics, Research and Entrepreneurial Incubations. The delegation was warmly received by Dr. Manoj K. Arora Director PEC, Dr. K.K. Gogna, Dean International Relations and Dr. J.D. Sharma. Mr. Kevin Lin, Director, External Relations introduced and explained the activities at UoN China Campus and Ms. Jessica Li elaborated on the possible areas of collaborations between two institutes in the area of student exchange and sharing of resources and knowledge base. The possible areas of research collaborations are also discussed. It is proposed and consented that the both institutes being the institutes of prominence in respective countries should initiate some collaboration by participating in International Incubation centre at China. The delegation also interacted with the members of Student Council and shared their activities at China Campus and students shared their curiosities and possible areas of student participations and facilities in different domains. Delegation from PEC includes Dean International Relations Dr. KK Gogna, Dean Academics Dr. Parveen Kalra, Dean Faculty Affairs Dr. Balwinder Singh, Dean Research Dr. Tripta Goyal, Head Incubation Cell Mr. Sudendhu Bali, Head Student Council, Ms Gurkiran and Dr. JD Sharma, Co-ordinator Corporate and International relations. The visiting delegation includes Ms. Jessica Li - Director of Knowledge Exchange Operations: Head of External Engagement (CPD, Incubator, Industrial Partnership, Strategic Platform, Donor Relations, Ms. Maneeta Sahmey – University of Nottingham’s Country Business and Partnerships - India and Dr. Hardev from University of Nottingham, UK. The meeting ended with a vow for taking the collaborative talks further and the meeting ending with vote of thanks by Dr. KK Gogna, Dean Alumni, Corporate & International Relations."
<p>,"PEC University of Technology celebrated its 96th foundation day on 9th November 2017. The ceremony was graced by Dr. P. V. Rao, former principal of PEC, as the Chief Guest. Before the ceremony started, the Chief Guest and the alumni were received by Director Dr. Manoj K Arora and the Dean Alumni Dr. K K Gogna in the Director’s office. The ceremony began by lighting of the lamp and the playing of the PEC anthem, following which the Chief Guest addressed the audience."
<p>,"Indian Geotechnical Society (IGS) Chandigarh Chapter in collaboration with Civil Engineering Department of PEC University of Technology organized a National Workshop on Geotechnology for Sustainable Development (GSD, 2017) on Saturday, October 28, 2017. In the inaugural function, welcome address was delivered by Dr. S.K. Singh, Chairman IGS Chandigarh Chapter. Director PEC, Dr. Manoj Kumar Arora was the Chief Guest and IGS President, Prof. G.L. Sivakumar Babu was the Guest of honor of the event. Dr. Umesh Sharma was present as an officiating head of Civil Engineering Department. There were four invited lectures in the morning session, which was chaired by Dr. S.V. Ramaswamy and co-chaired by Dr. D.K.Baidya. The morning session began with the lecture of Prof. J.T Shahu from IIT Delhi on the topic ‘A case history of failure of a Geomembrane Lined Embankment’. After that Dr. A. M. Krishna from IIT Guwahati delivered lecture on ‘Sustainable Utilization of Scrap Tire Derived Geomaterials for Retaining Wall Applications’. It was followed by lecture by Prof. Mahendra Singh from IIT Roorkee on ‘Nonlinear Triaxial Strength Behaviour of Inherently Anisotropic Rocks’. Then there was the lecture on ‘Soil Stabilisation through Nailing - case studies’ by Dr. Satyendra Mittal from IIT Roorkee. The technical paper presentation session was scheduled in the afternoon followed by sponsor’s presentations by HEICO, AVANTECH and AIMIL. The 212th National Executive Committee meeting of IGS was also held. In the Valedictory function, which was held in the evening, mementos and certificates were presented. This ended with a vote of thanks by Prof. S.K. Singh, Chairman IGS, Chandigarh Chapter."
<p>,"On 28.9.2017 Mr. Vikas Mahajan Chief Manager, NJHPS (Naptha Jhakri Hydro Power Station) delievered the lecture on “Operation and maintenance of hydro power plants”. Naptha Jhakri Dam is the largest hydro power station and it has capacity of 1500MW and it is a run off river hydro plant. The height of dam is 62.5 m and length is 185.45 m.Videos of Francis turbine and its various components like runner and wicket gates were shown. Mr Vikas also told about DGA (Dissolved Gas Analysis) in which the type of fault occurred in the transformer by quantitative analysis of levels of different gases like hydrogen, methane, ethene, ethane, ethyne and carbon monoxide is determined. Surge shaft and partial discharge test and Water flows into surge shaft in case any main valve of any turbine has to be closed and prevent excess pressure in the main water tunnel (pen stock) were explained in detail."
<p>,"The session was very useful for the students of production & industrial department.In the session,students were introduced with the Theory of Constraints philosophy and it's application in various fields.Hands on Training in Goldratt simulator software was also provided to the students.Dr. RM Belokar, Dr. NM Suri, Dr. Suman kant, Prof. Naresh Chawla also graced the occasion with their presence. The students had an interactive session with the speaker and were thankful for sharing their valuable experience with us."
<p>,"A National level competition on Design and Flying UAVs -Unmanned Aerial Vehicles under the banner ‘FLYTRON’ was concluded today in a glittering ceremony with prizes of Rs 2,00,000/- to the winning teams. Dr A K Singh, Director INMAS, DRDO Delhi was the Chief Guest and Air Marshal (Retd) Sukhchain Singh AVSM VSM was the Guest of Honor and headed a panel of judges to check the performance of the various teams. Team PEC was the winner of Flytron, whereas team of UPES Dehradun and DTU Delhi were the runner-ups for the event. Dr AK Singh in his valedictory address urged the students to come forward and stated that there is no dearth of opportunities in aerospace and aviation. He further stated that Flytron will be an annual event with more participation and increasing the autonomy of the systems. He stressed on theme based competitions like MAVs, Quadcopters, UAVs etc. Air Marshal Sukhchain Singh in his in his address stated that it is an era of multi-disciplinary projects and the aerospace market is open to all kind of engineers with the passion to work."
<p>,"The Inaugural function of Short Term Course on ‘Aircraft Performance, Stability and Automatic Flight Control’ being organized by the Department of Aerospace Engineering of PEC University of Technology, Chandigarh in association with Aeronautical Society of India (Chandigarh Chapter) & GNA University, Phagwara was held on 20.06.2016. Dr. Amarjit Singh, Scientist-G, SASE, DRDO was the Chief Guest and Dr. P. Thareja, Dean, Faculty of Engineering & Technology, GNA University was the Guest of Honour in the event. The Director, Dr. Manoj K. Arora, welcomed and presented the mementoes to the Chief Guest and Guest of Honour. About 50 delegates from various academic institutes, Industry and Research Organization participated in the course. The course is aimed to impart knowledge in the field of Airplane performance, stability & automatic flight control to the students as well as to the engineers, scientists and faculty of academic institutes. The course covers basic as well as advanced topics. The course also imparts knowledge in the field of propulsion, structures, materials and other allied subjects. The experts in the relevant field have been invited to deliver the lectures from various reputed academic institutes and research organizations."
<p>,"Aerospace Engineering Department of PEC University of Technology, Chandigarh organized Dr. A P J Abdul Kalam memorial lecture to pay tributes to the “Missile Man”. Dr. Manoj K. Arora, Director PEC, faculty members ,staff and students paid floral tributes to Dr. Abdul Kalam. A short movie was screened about his life journey. Mr. Abishek Kiran , Mr. Agnit and Ms. Nupur Gupta, students of Aerospace Engineering Department expressed that they all were highly inspired by his qualities of hard work simplicity and humility. Dr. Manoj K.Arora, Director PEC and Prof. Kishori Lal, Head, Aerospace Engineering Department recalled memories of their personal interaction with this great soul. Director expressed that real tribute to Dr. kalam is to follow his footsteps."
